name,manufacturer,year,age,mileage,engine,transmission,price
Renault Kadjar,Renault,2016,5,55597,Diesel,Manual,13995
Renault Kadjar,Renault,2017,4,46864,Petrol,Manual,14190
Renault Zoe,Renault,2020,1,6359,Electric,Automatic,23325
Renault Zoe,Renault,2020,1,1512,Electric,Automatic,23825
Renault Zoe,Renault,2020,1,5977,Electric,Automatic,23425
Renault Captur,Renault,2018,3,20861,Petrol,Manual,11000
Renault Captur,Renault,2014,7,54874,Diesel,Semiautomatic,8460
Renault Captur,Renault,2020,1,9668,Petrol,Manual,18995
Renault Captur,Renault,2017,4,38438,Petrol,Manual,10295
Renault Captur,Renault,2020,1,10962,Petrol,Semiautomatic,19550
Renault Captur,Renault,2019,2,18027,Petrol,Manual,14790
Renault Twingo,Renault,2017,4,1574,Petrol,Manual,8200
Renault Twingo,Renault,2017,4,2681,Petrol,Manual,7995
Renault Grand Scenic,Renault,2018,3,30945,Diesel,Manual,17995
Renault Master,Renault,2017,4,32873,Diesel,Manual,18995
Renault Clio,Renault,2015,6,41919,Petrol,Manual,6795
Renault Clio,Renault,2017,4,47500,Petrol,Manual,7995
Renault Clio,Renault,2014,7,60000,Diesel,Manual,5895
Renault Clio,Renault,2017,4,15724,Petrol,Manual,9947
Renault Clio,Renault,2021,0,2335,Petrol,Manual,18000
Peugeot Rifter,Peugeot,2019,2,22265,Diesel,Manual,18890
Peugeot 2008,Peugeot,2019,2,32621,Diesel,Manual,13950
Peugeot 208,Peugeot,2015,6,57000,Petrol,Manual,5899
Peugeot 5008,Peugeot,2018,3,17812,Petrol,Semiautomatic,24995
Peugeot 3008,Peugeot,2017,4,31520,Diesel,Manual,17980
Peugeot 3008,Peugeot,2015,6,32000,Diesel,Semiautomatic,9995
Peugeot 3008,Peugeot,2019,2,14000,Petrol,Manual,25795
Peugeot 3008,Peugeot,2016,5,71500,Petrol,Manual,7751
Peugeot 3008,Peugeot,2019,2,13769,Petrol,Manual,23000
Peugeot 308,Peugeot,2016,5,29128,Diesel,Manual,9495
Peugeot Partner,Peugeot,2014,7,26862,Diesel,Manual,6995
Nissan Nv300,Nissan,2017,4,33000,Diesel,Manual,14995
Nissan Leaf,Nissan,2020,1,2062,Electric,Automatic,28000
Nissan Juke,Nissan,2018,3,7081,Petrol,Automatic,15000
Nissan Juke,Nissan,2019,2,16715,Petrol,Automatic,14295
Nissan Juke,Nissan,2016,5,17261,Diesel,Manual,9495
Nissan Juke,Nissan,2021,0,4139,Petrol,Manual,21495
Nissan Juke,Nissan,2018,3,23537,Diesel,Manual,11999
Nissan Juke,Nissan,2018,3,37215,Petrol,Manual,11995
Nissan Juke,Nissan,2017,4,32000,Diesel,Manual,8832
Nissan Juke,Nissan,2017,4,30500,Diesel,Manual,9854
Nissan Juke,Nissan,2020,1,5872,Petrol,Manual,19995
Nissan Juke,Nissan,2020,1,4146,Petrol,Manual,20495
Nissan Juke,Nissan,2017,4,24500,Petrol,Automatic,12795
Nissan Qashqai,Nissan,2019,2,22923,Petrol,Manual,18490
Nissan Qashqai,Nissan,2020,1,8132,Petrol,Semiautomatic,25450
Nissan Qashqai,Nissan,2021,0,4063,Petrol,Semiautomatic,23995
Nissan Qashqai,Nissan,2021,0,5000,Petrol,Manual,23999
Nissan Qashqai,Nissan,2018,3,18197,Petrol,Manual,17499
Nissan Qashqai,Nissan,2018,3,18928,Petrol,Manual,17975
Nissan Qashqai,Nissan,2017,4,15475,Diesel,Manual,15250
Nissan Qashqai,Nissan,2017,4,47706,Diesel,Manual,13290
Nissan X Trail,Nissan,2017,4,38714,Diesel,Automatic,15990
Nissan X Trail,Nissan,2017,4,29579,Diesel,Automatic,19999
Nissan X Trail,Nissan,2018,3,29062,Petrol,Manual,20975
Nissan Pulsar,Nissan,2017,4,27842,Petrol,Automatic,10775
Nissan Note,Nissan,2014,7,32500,Petrol,Manual,6995
Nissan Navara,Nissan,2017,4,32000,Diesel,Automatic,22980
Nissan Navara,Nissan,2016,5,76887,Diesel,Manual,15995
Nissan Navara,Nissan,2017,4,46091,Diesel,Automatic,19799
Mitsubishi Outlander,Mitsubishi,2018,3,7698,Hybrid,Automatic,24980
MINI Convertible,Mini,2018,3,7450,Petrol,Manual,18499
MINI Convertible,Mini,2019,2,13000,Petrol,Semiautomatic,24790
MINI Coupe,Mini,2015,6,60600,Diesel,Manual,8995
MINI Hatchback,Mini,2015,6,33284,Petrol,Manual,8599
MINI Hatchback,Mini,2018,3,18686,Petrol,Manual,13690
MINI Hatchback,Mini,2020,1,6012,Petrol,Semiautomatic,24990
MINI Clubman,Mini,2019,2,13500,Petrol,Semiautomatic,20995
MINI Clubman,Mini,2020,1,6109,Petrol,Manual,18999
MG MG3,MG,2016,5,19500,Petrol,Manual,5895
Mercedes-Benz Gla,Mercedes-Benz,2019,2,17259,Petrol,Manual,23980
Mercedes-Benz Gla,Mercedes-Benz,2019,2,7005,Petrol,Semiautomatic,27990
Mercedes-Benz Cla,Mercedes-Benz,2017,4,16460,Petrol,Semiautomatic,20980
Mercedes-Benz Cla,Mercedes-Benz,2018,3,10300,Diesel,Semiautomatic,26500
Mercedes-Benz E-Class,Mercedes-Benz,2016,5,37776,Diesel,Semiautomatic,18480
Mercedes-Benz E-Class,Mercedes-Benz,2014,7,42158,Diesel,Semiautomatic,13490
Mercedes-Benz C-Class,Mercedes-Benz,2019,2,19847,Diesel,Semiautomatic,28995
Mercedes-Benz C-Class,Mercedes-Benz,2018,3,31245,Petrol,Semiautomatic,21250
Mercedes-Benz A-Class,Mercedes-Benz,2016,5,45000,Diesel,Semiautomatic,14450
Mercedes-Benz A-Class,Mercedes-Benz,2018,3,25445,Diesel,Semiautomatic,17995
Mercedes-Benz A-Class,Mercedes-Benz,2019,2,17101,Diesel,Semiautomatic,25390
Mercedes-Benz A-Class,Mercedes-Benz,2019,2,27000,Diesel,Semiautomatic,21840
Mercedes-Benz A-Class,Mercedes-Benz,2017,4,21344,Diesel,Manual,18490
Mazda CX-5,Mazda,2016,5,79112,Diesel,Manual,9700
Mazda CX-5,Mazda,2018,3,22000,Diesel,Automatic,21580
Mazda MX-5,Mazda,2017,4,17005,Petrol,Manual,17799
Mazda 2,Mazda,2017,4,20890,Petrol,Manual,8300
Lexus CT,Lexus,2016,5,36948,Hybrid,Automatic,14000
Lexus CT,Lexus,2015,6,35813,Hybrid,Automatic,12000
Lexus IS,Lexus,2014,7,66800,Hybrid,Automatic,15995
Land Rover Discovery Sport,Land-Rover,2017,4,37018,Diesel,Automatic,25699
Land Rover Discovery Sport,Land-Rover,2016,5,27633,Diesel,Manual,23999
Land Rover Discovery Sport,Land-Rover,2016,5,42072,Diesel,Manual,23190
Land Rover Discovery Sport,Land-Rover,2016,5,55959,Diesel,Manual,23990
Land Rover Discovery Sport,Land-Rover,2015,6,35201,Diesel,Semiautomatic,22890
Land Rover Discovery Sport,Land-Rover,2016,5,46500,Diesel,Automatic,27486
Land Rover Discovery Sport,Land-Rover,2017,4,46048,Diesel,Automatic,29990
Land Rover Discovery Sport,Land-Rover,2016,5,39799,Diesel,Automatic,28990
Land Rover Discovery Sport,Land-Rover,2015,6,55485,Diesel,Automatic,26790
Land Rover Discovery Sport,Land-Rover,2016,5,57175,Diesel,Automatic,27990
Land Rover Discovery Sport,Land-Rover,2015,6,43489,Diesel,Automatic,28490
Land Rover Discovery Sport,Land-Rover,2015,6,67770,Diesel,Manual,21490
Land Rover Discovery Sport,Land-Rover,2017,4,38280,Diesel,Automatic,29499
Land Rover Range Rover Evoque,Land-Rover,2017,4,27964,Diesel,Automatic,27990
Land Rover Range Rover Evoque,Land-Rover,2016,5,48605,Diesel,Automatic,24290
Land Rover Range Rover Evoque,Land-Rover,2018,3,30624,Diesel,Manual,25890
Land Rover Range Rover Evoque,Land-Rover,2017,4,32029,Diesel,Manual,23690
Land Rover Range Rover Evoque,Land-Rover,2016,5,21905,Diesel,Automatic,26190
Land Rover Range Rover Evoque,Land-Rover,2014,7,50695,Diesel,Automatic,23690
Land Rover Freelander,Land-Rover,2014,7,48408,Diesel,Automatic,19999
Kia Stonic,Kia,2019,2,12144,Petrol,Manual,15995
Kia Stonic,Kia,2018,3,31879,Petrol,Manual,12491
Kia Niro,Kia,2020,1,2947,Hybrid,Automatic,22000
Kia Niro,Kia,2018,3,16488,Hybrid,Automatic,19495
Kia Optima,Kia,2015,6,61965,Diesel,Automatic,9499
Kia Soul,Kia,2015,6,55000,Diesel,Manual,7495
Kia Pro Ceed,Kia,2020,1,10,Petrol,Automatic,20500
Kia Pro Ceed,Kia,2019,2,12650,Petrol,Manual,16995
Kia Ceed,Kia,2018,3,19392,Diesel,Manual,15995
Kia Ceed,Kia,2017,4,37476,Diesel,Manual,12995
Kia Xceed,Kia,2021,0,282,Hybrid,Manual,21796
Kia Pro Ceed,Kia,2021,0,1671,Petrol,Automatic,23990
Kia Pro Ceed,Kia,2016,5,37105,Diesel,Automatic,10500
Kia Sportage,Kia,2019,2,13762,Diesel,Automatic,22995
Kia Sportage,Kia,2018,3,46158,Diesel,Manual,17995
Kia Sportage,Kia,2018,3,26200,Diesel,Automatic,22995
Kia Sportage,Kia,2017,4,47314,Diesel,Manual,16995
Kia Sportage,Kia,2015,6,52100,Diesel,Manual,10750
Kia Sportage,Kia,2018,3,8275,Petrol,Automatic,24995
Kia Sportage,Kia,2020,1,3518,Petrol,Manual,28236
Kia Sportage,Kia,2016,5,63470,Diesel,Manual,14995
Kia Stonic,Kia,2019,2,14256,Petrol,Manual,15495
Kia Niro,Kia,2016,5,49231,Hybrid,Automatic,14995
Kia Niro,Kia,2018,3,46915,Hybrid,Automatic,19995
Kia Sportage,Kia,2018,3,19686,Diesel,Manual,20995
Kia Sportage,Kia,2018,3,20189,Diesel,Manual,16495
Kia Sportage,Kia,2018,3,23278,Petrol,Manual,16995
Kia Sportage,Kia,2017,4,25658,Diesel,Manual,18995
Kia Sportage,Kia,2017,4,22037,Petrol,Manual,15995
Kia Sportage,Kia,2017,4,38469,Petrol,Manual,15995
Kia Sportage,Kia,2016,5,47000,Diesel,Manual,15295
Kia Sorento,Kia,2015,6,82285,Diesel,Automatic,18995
Kia Rio,Kia,2017,4,25018,Petrol,Automatic,11995
Kia Picanto,Kia,2019,2,12650,Petrol,Automatic,11500
Kia Picanto,Kia,2019,2,11021,Petrol,Manual,7995
Kia Picanto,Kia,2017,4,20683,Petrol,Manual,6995
Kia Picanto,Kia,2020,1,3039,Petrol,Manual,12499
Kia Picanto,Kia,2014,7,25368,Petrol,Manual,5400
Jeep Renegade,Jeep,2015,6,37000,Petrol,Manual,12000
Jeep Cherokee,Jeep,2016,5,34000,Diesel,Automatic,17595
Jaguar E Pace,Jaguar,2018,3,31462,Diesel,Automatic,29490
Jaguar F Pace,Jaguar,2017,4,42809,Diesel,Automatic,28495
Jaguar XF,Jaguar,2016,5,58000,Diesel,Automatic,14650
Hyundai Kona,Hyundai,2019,2,16976,Petrol,Manual,16943
Hyundai Kona,Hyundai,2017,4,20500,Petrol,Manual,12495
Hyundai IX35,Hyundai,2015,6,65887,Diesel,Manual,7491
Hyundai IX35,Hyundai,2014,7,35500,Diesel,Manual,8990
Hyundai I20,Hyundai,2019,2,11000,Petrol,Manual,12491
Hyundai I10,Hyundai,2017,4,32500,Petrol,Semiautomatic,8495
Hyundai I10,Hyundai,2020,1,1447,Petrol,Semiautomatic,12990
Hyundai I10,Hyundai,2017,4,6368,Petrol,Manual,6890
Hyundai I30,Hyundai,2017,4,29624,Petrol,Manual,12500
Hyundai I30,Hyundai,2015,6,37000,Petrol,Manual,6895
Hyundai Tucson,Hyundai,2017,4,20332,Diesel,Semiautomatic,16990
Hyundai Santa FE,Hyundai,2017,4,18606,Diesel,Semiautomatic,24799
Hyundai Bayon,Hyundai,2021,0,5,Petrol,Manual,21991
Honda Jazz,Honda,2018,3,9867,Petrol,Manual,14995
Honda Jazz,Honda,2019,2,16343,Petrol,Manual,11395
Honda Jazz,Honda,2016,5,20000,Petrol,Automatic,10500
Honda CR-V,Honda,2016,5,39067,Petrol,Manual,17000
Honda CR-V,Honda,2016,5,24000,Petrol,Automatic,21495
Honda Civic,Honda,2018,3,11434,Diesel,Semiautomatic,17295
Ford Edge,Ford,2016,5,44399,Diesel,Manual,20994
Ford Ecosport,Ford,2019,2,7248,Petrol,Manual,16648
Ford Ecosport,Ford,2019,2,8845,Petrol,Manual,15995
Ford Ecosport,Ford,2018,3,24158,Petrol,Manual,15690
Ford Ecosport,Ford,2019,2,6763,Petrol,Manual,16482
Ford Ecosport,Ford,2018,3,27121,Petrol,Manual,16500
Ford Kuga,Ford,2018,3,13824,Petrol,Manual,18995
Ford Kuga,Ford,2018,3,24198,Diesel,Manual,19336
Ford Kuga,Ford,2019,2,24000,Diesel,Manual,21750
Ford Kuga,Ford,2017,4,27317,Diesel,Manual,16491
Ford Kuga,Ford,2016,5,11399,Petrol,Manual,16000
Ford Kuga,Ford,2019,2,18330,Diesel,Manual,21789
Ford Transit Custom,Ford,2017,4,16487,Diesel,Manual,18695
Ford Transit Custom,Ford,2020,1,10776,Diesel,Manual,23999
Ford Transit Custom,Ford,2015,6,80000,Diesel,Manual,16499
Ford Transit Custom,Ford,2016,5,64000,Diesel,Manual,19980
Ford Transit,Ford,2016,5,79859,Diesel,Manual,12980
Ford Ranger,Ford,2018,3,56411,Diesel,Automatic,21999
Ford Ranger,Ford,2018,3,52181,Diesel,Automatic,21999
Ford Ranger,Ford,2018,3,28351,Diesel,Automatic,26995
Ford Puma,Ford,2021,0,1399,Petrol,Manual,24499
Ford Mondeo,Ford,2015,6,22000,Diesel,Manual,11595
Ford Focus,Ford,2020,1,5679,Diesel,Manual,19227
Ford Focus,Ford,2019,2,46434,Diesel,Manual,14000
Ford Focus,Ford,2018,3,36100,Petrol,Manual,11433
Ford Focus,Ford,2018,3,9388,Petrol,Manual,14195
Ford Focus,Ford,2018,3,8920,Petrol,Manual,13999
Ford Focus,Ford,2016,5,22188,Petrol,Semiautomatic,10890
Ford Focus,Ford,2016,5,30421,Petrol,Manual,9995
Ford Focus,Ford,2014,7,38036,Petrol,Manual,8011
Ford Focus,Ford,2019,2,20573,Petrol,Manual,16661
Ford Focus,Ford,2019,2,14812,Petrol,Manual,17249
Ford Fiesta,Ford,2018,3,10268,Petrol,Manual,10775
Ford Fiesta,Ford,2020,1,11472,Petrol,Manual,20358
Ford Fiesta,Ford,2018,3,19062,Petrol,Semiautomatic,12995
Ford Fiesta,Ford,2019,2,7082,Petrol,Manual,14899
Ford Fiesta,Ford,2019,2,19202,Petrol,Manual,12799
Ford Fiesta,Ford,2020,1,7860,Petrol,Manual,13500
Ford Fiesta,Ford,2018,3,29185,Diesel,Manual,9999
Ford Fiesta,Ford,2018,3,7478,Petrol,Manual,9899
Ford Fiesta,Ford,2019,2,4228,Petrol,Manual,11999
Ford Transit Connect,Ford,2018,3,71248,Diesel,Manual,13999
Ford Transit Connect,Ford,2019,2,32898,Diesel,Manual,17795
Fiat 500,Fiat,2018,3,12624,Petrol,Manual,7999
Fiat 500,Fiat,2016,5,24475,Petrol,Manual,7499
Fiat 500,Fiat,2020,1,4000,Petrol,Manual,11742
Fiat 500,Fiat,2018,3,26618,Petrol,Manual,8200
Ford C Max,Ford,2018,3,35090,Diesel,Semiautomatic,12242
Ford C Max,Ford,2017,4,38000,Diesel,Manual,12000
Citroen DS3,Citroen,2014,7,23340,Petrol,Manual,5995
Citroen C4 Picasso,Citroen,2017,4,28364,Diesel,Manual,12495
Citroen C5 Aircross,Citroen,2019,2,13669,Petrol,Manual,16795
Citroen C4 Cactus,Citroen,2018,3,39425,Diesel,Manual,10495
Citroen C3,Citroen,2019,2,18859,Petrol,Semiautomatic,14195
Citroen C3 Aircross,Citroen,2021,0,700,Petrol,Manual,14995
BMW X1,BMW,2017,4,12250,Diesel,Semiautomatic,19995
BMW X1,BMW,2017,4,28663,Diesel,Semiautomatic,23000
BMW 3 Series,BMW,2017,4,27000,Petrol,Semiautomatic,19490
Audi Q2,Audi,2019,2,20161,Petrol,Semiautomatic,26900
Audi Q2,Audi,2019,2,10200,Petrol,Semiautomatic,25995
Audi Q2,Audi,2019,2,15838,Petrol,Manual,22799
Audi Q2,Audi,2018,3,8485,Petrol,Manual,19599
Audi Q2,Audi,2018,3,23417,Petrol,Semiautomatic,25899
Audi Q2,Audi,2021,0,1183,Petrol,Manual,27999
Audi Q2,Audi,2017,4,25898,Diesel,Manual,16590
Audi Q3,Audi,2020,1,9855,Diesel,Manual,29480
Audi Q3,Audi,2017,4,24310,Diesel,Semiautomatic,23291
Audi Q3,Audi,2014,7,63651,Diesel,Semiautomatic,13790
Audi Q3,Audi,2015,6,41026,Petrol,Manual,15790
Audi Q3,Audi,2018,3,33898,Petrol,Semiautomatic,27650
Audi Q3,Audi,2018,3,28866,Petrol,Semiautomatic,26550
Audi Q3,Audi,2015,6,63521,Diesel,Semiautomatic,18099
Audi A1,Audi,2017,4,24851,Petrol,Manual,16980
Audi A1,Audi,2020,1,6000,Petrol,Semiautomatic,24995
Audi A1,Audi,2018,3,12081,Petrol,Manual,14995
Audi A1,Audi,2019,2,6808,Petrol,Manual,19899
Audi A1,Audi,2017,4,35059,Petrol,Manual,12199
Audi A1,Audi,2018,3,17000,Petrol,Manual,13699
Audi A1,Audi,2019,2,9457,Petrol,Semiautomatic,23495
Audi A1,Audi,2018,3,46271,Petrol,Semiautomatic,16099
Audi A1,Audi,2019,2,15500,Petrol,Manual,18499
Audi A1,Audi,2018,3,21286,Petrol,Manual,13251
Audi A1,Audi,2018,3,34200,Diesel,Manual,13490
Audi A1,Audi,2016,5,36483,Petrol,Semiautomatic,12499
Audi Q5,Audi,2017,4,45227,Diesel,Semiautomatic,28291
Audi Q5,Audi,2016,5,53000,Diesel,Manual,21000
Audi Q5,Audi,2015,6,52262,Diesel,Semiautomatic,20000
Audi A5,Audi,2017,4,42224,Petrol,Semiautomatic,24995
Audi TT,Audi,2017,4,12891,Petrol,Manual,25650
Audi TT,Audi,2018,3,30734,Petrol,Semiautomatic,23799
Audi A6,Audi,2018,3,24670,Diesel,Semiautomatic,23000
Audi A6,Audi,2016,5,51235,Diesel,Semiautomatic,19995
Audi A6,Audi,2016,5,73417,Diesel,Semiautomatic,17550
Audi A4,Audi,2018,3,15266,Petrol,Manual,22000
Audi A4,Audi,2017,4,37916,Diesel,Manual,18500
Audi A4,Audi,2014,7,84179,Diesel,Manual,9441
Audi A4,Audi,2018,3,3658,Petrol,Manual,19950
Audi A3,Audi,2018,3,31541,Diesel,Manual,21480
Audi A3,Audi,2016,5,37000,Hybrid,Semiautomatic,16450
Audi A3,Audi,2017,4,41000,Diesel,Manual,19995
Audi A3,Audi,2017,4,40204,Diesel,Manual,14000
Audi A3,Audi,2018,3,27002,Petrol,Semiautomatic,22199
Audi A3,Audi,2014,7,42484,Diesel,Manual,12099
Audi A3,Audi,2017,4,34500,Petrol,Manual,13799
Audi A3,Audi,2018,3,25272,Diesel,Manual,15995
Audi A3,Audi,2018,3,39410,Hybrid,Semiautomatic,20000
Audi A3,Audi,2017,4,43135,Petrol,Semiautomatic,20000
Audi A3,Audi,2017,4,47000,Diesel,Semiautomatic,16550
Audi A3,Audi,2018,3,31722,Diesel,Semiautomatic,23500
Audi A3,Audi,2015,6,39860,Petrol,Semiautomatic,16295
Audi A3,Audi,2015,6,59368,Diesel,Manual,9999
Audi A3,Audi,2016,5,26646,Petrol,Semiautomatic,25790
Kia Rio,Kia,2016,5,40979,Petrol,Manual,7495
Kia Rio,Kia,2014,7,21692,Petrol,Manual,7495
Honda Jazz,Honda,2017,4,16800,Petrol,Manual,10623
Honda CR-V,Honda,2014,7,57977,Diesel,Manual,9991
Audi Q3,Audi,2015,6,64181,Diesel,Manual,14500
Audi Q3,Audi,2019,2,37917,Petrol,Manual,25300
Audi A3,Audi,2017,4,30355,Petrol,Manual,16450
Volkswagen Polo,Volkswagen,2010,11,53000,Petrol,Manual,4495
Volkswagen Golf,Volkswagen,2014,7,21000,Petrol,Manual,11199
Vauxhall Insignia,Vauxhall,2012,9,90603,Diesel,Manual,5750
Vauxhall Zafira,Vauxhall,2012,9,67772,Diesel,Manual,4250
Vauxhall Corsa,Vauxhall,2011,10,63000,Petrol,Manual,3195
Vauxhall Corsa,Vauxhall,2012,9,65000,Petrol,Manual,3250
Skoda Fabia,Skoda,2016,5,48451,Petrol,Manual,5595
SEAT Ateca,Seat,2016,5,100000,Petrol,Manual,12500
SEAT Ibiza,Seat,2015,6,35904,Petrol,Manual,6700
Peugeot 3008,Peugeot,2012,9,76000,Diesel,Semiautomatic,4950
Mitsubishi Mirage,Mitsubishi,2016,5,22500,Petrol,Automatic,7995
Mercedes Vito,Mercedes-Benz,2011,10,120377,Diesel,Manual,8995
Land Rover Range Rover Sport,Land-Rover,2006,15,133000,Diesel,Automatic,5990
Land Rover Freelander,Land-Rover,2008,13,109000,Diesel,Automatic,5500
Kia Ceed,Kia,2012,9,57000,Diesel,Automatic,4399
Ford Focus,Ford,2011,10,71305,Petrol,Manual,3299
Ford Fiesta,Ford,2009,12,64278,Petrol,Manual,3295
Ford Fiesta,Ford,2013,8,89547,Petrol,Manual,4695
Citroen C4 Grand Picasso,Citroen,2013,8,87340,Diesel,Manual,4595
Chevrolet Aveo,Chevrolet,2012,9,26868,Diesel,Manual,3450
Chevrolet Captiva,Chevrolet,2013,8,103000,Diesel,Automatic,6795
BMW X5,BMW,2012,9,70000,Diesel,Automatic,15000
Audi A4,Audi,2013,8,81000,Diesel,Manual,11500
Audi A3,Audi,2016,5,32500,Diesel,Semiautomatic,17999
Volvo Xc60,Volvo,2016,5,63427,Diesel,Automatic,17995
Skoda Kodiaq,Skoda,2017,4,39999,Petrol,Automatic,21985
Mercedes E-class,Mercedes-Benz,2010,11,79000,Diesel,Automatic,10985
Maserati Ghibli,Maserati,2014,7,85000,Diesel,Automatic,18985
Jaguar E-pace,Jaguar,2018,3,33500,Diesel,Automatic,25985
Jaguar Xk8,Jaguar,1997,24,66000,Petrol,Automatic,8985
Ford Focus,Ford,2016,5,57000,Petrol,Manual,13985
Fiat 500,Fiat,2011,10,99900,Petrol,Manual,3485
Bmw 6 Series,BMW,2010,11,62000,Diesel,Automatic,15985
Bmw X5,BMW,2010,11,74500,Diesel,Automatic,15985
Bmw 5 Series,BMW,2012,9,62000,Petrol,Automatic,25950
Bmw 5 Series,BMW,2007,14,128000,Diesel,Automatic,3750
MINI Hatch,Mini,2017,4,34105,Diesel,Manual,13295
Volvo C70,Volvo,2010,11,70240,Diesel,Manual,6295
Mercedes-Benz E Class,Mercedes-Benz,2010,11,129000,Diesel,Automatic,6995
Mercedes-Benz E Class,Mercedes-Benz,2017,4,96525,Diesel,Automatic,14995
Citroen Dispatch,Citroen,2017,4,128000,Diesel,Manual,10000
Land Rover Range Rover Sport,Land-Rover,2012,9,90712,Diesel,Automatic,16000
Land Rover Range Rover Sport,Land-Rover,2011,10,84975,Diesel,Automatic,17600
Honda CR-V,Honda,2016,5,75165,Diesel,Automatic,15990
BMW 1 Series,BMW,2017,4,36091,Diesel,Automatic,15490
Mercedes-Benz CLA Class,Mercedes-Benz,2015,6,23175,Diesel,Automatic,17490
Land Rover Range Rover Evoque,Land-Rover,2015,6,53415,Diesel,Manual,20490
Ford Transit,Ford,2008,13,80000,Diesel,Manual,4995
Mercedes-Benz Sprinter,Mercedes-Benz,2017,4,56741,Diesel,Manual,19995
Ford Fiesta,Ford,2011,10,142045,Diesel,Manual,3495
Mercedes-Benz SLK,Mercedes-Benz,2011,10,53151,Petrol,Automatic,9995
Peugeot 3008,Peugeot,2014,7,32187,Diesel,Automatic,8995
Mercedes-Benz B Class,Mercedes-Benz,2020,1,9857,Petrol,Automatic,28995
Nissan Qashqai,Nissan,2017,4,26162,Petrol,Automatic,14995
Dacia Sandero Stepway,Dacia,2019,2,10526,Petrol,Manual,11195
Ford Fiesta,Ford,2017,4,24439,Petrol,Manual,7795
Citroen Dispatch,Citroen,2019,2,16330,Diesel,Manual,17994
Nissan Juke,Nissan,2013,8,57000,Petrol,Manual,6994
Ford Focus,Ford,2016,5,37870,Diesel,Manual,14994
BMW 1 Series,BMW,2017,4,16509,Petrol,Manual,13994
Ford Mondeo,Ford,2015,6,36000,Diesel,Automatic,12994
DS DS 3,DS,2016,5,49568,Diesel,Manual,6700
Dacia Duster,Dacia,2019,2,11140,Petrol,Manual,12650
Abarth 595,Abarth,2016,5,25682,Petrol,Manual,11825
Volkswagen T-Roc,Volkswagen,2019,2,17969,Diesel,Manual,19325
Volkswagen T-Roc,Volkswagen,2019,2,4440,Petrol,Automatic,23750
Volkswagen Arteon,Volkswagen,2018,3,19218,Petrol,Automatic,21775
Volkswagen Tiguan,Volkswagen,2019,2,19884,Petrol,Manual,20375
Volkswagen Tiguan,Volkswagen,2017,4,34402,Diesel,Manual,18200
Volkswagen Tiguan,Volkswagen,2018,3,30626,Diesel,Automatic,22250
Volkswagen Polo,Volkswagen,2017,4,36470,Petrol,Manual,12350
Vauxhall Astra,Vauxhall,2015,6,4980,Petrol,Manual,9125
Toyota C-HR,Toyota,2018,3,14419,Hybrid,Automatic,22000
Toyota AYGO,Toyota,2018,3,5985,Petrol,Automatic,10875
Smart forfour,Smart,2018,3,16202,Hybrid,Automatic,12400
Skoda Citigo,Skoda,2017,4,8538,Petrol,Manual,6750
Skoda Octavia,Skoda,2019,2,16208,Diesel,Manual,14750
Seat Leon,Seat,2017,4,38883,Diesel,Automatic,12875
Seat Ibiza,Seat,2014,7,40150,Petrol,Manual,5600
Renault Kadjar,Renault,2018,3,17951,Petrol,Automatic,15700
Renault Captur,Renault,2014,7,64577,Diesel,Manual,6900
Peugeot 208,Peugeot,2014,7,35356,Petrol,Manual,5225
Peugeot 208,Peugeot,2019,2,39706,Diesel,Manual,8675
Peugeot 508,Peugeot,2019,2,21489,Diesel,Automatic,17825
Peugeot 3008,Peugeot,2018,3,21509,Petrol,Manual,20725
Nissan Juke,Nissan,2018,3,24271,Petrol,Automatic,13525
Mini Hatch,Mini,2016,5,31498,Petrol,Automatic,13075
Mini Hatch,Mini,2017,4,23910,Petrol,Manual,11075
Mini Clubman,Mini,2019,2,10365,Petrol,Manual,17525
Mercedes-Benz E Class,Mercedes-Benz,2014,7,63193,Diesel,Automatic,14125
Mercedes-Benz A Class,Mercedes-Benz,2020,1,3319,Petrol,Automatic,25025
Mercedes-Benz A Class,Mercedes-Benz,2016,5,28597,Diesel,Automatic,16025
Land Rover Range Rover Evoque,Land-Rover,2017,4,36469,Diesel,Manual,22125
Kia Optima,Kia,2018,3,47701,Diesel,Manual,11200
Kia Sportage,Kia,2019,2,7890,Petrol,Automatic,24000
Kia Picanto,Kia,2018,3,31399,Petrol,Automatic,9000
Hyundai Ioniq,Hyundai,2020,1,6238,Hybrid,Automatic,24625
Hyundai TUCSON,Hyundai,2019,2,5558,Petrol,Manual,17575
Honda CR-V,Honda,2019,2,22725,Hybrid,Automatic,29725
Ford Fiesta,Ford,2017,4,12461,Petrol,Manual,8875
Ford Fiesta,Ford,2017,4,10760,Petrol,Manual,10950
Fiat 500,Fiat,2017,4,23094,Petrol,Manual,7400
Fiat 500,Fiat,2018,3,8527,Petrol,Automatic,10800
Fiat 500,Fiat,2017,4,33774,Petrol,Manual,7275
BMW 2 Series Active Tourer,BMW,2018,3,34386,Plug_in_hybrid,Automatic,19800
BMW 7 Series,BMW,2017,4,64828,Plug_in_hybrid,Automatic,30000
BMW 5 Series,BMW,2018,3,19591,Diesel,Automatic,21825
BMW 1 Series,BMW,2017,4,26198,Petrol,Manual,17050
BMW 1 Series,BMW,2017,4,91009,Diesel,Manual,8750
BMW 2 Series,BMW,2017,4,30846,Diesel,Automatic,16850
